NYSE Stock Exchange,,,,,,,,,,,
Thursday March 24 2016 5:31 PM,,,,,,,,,,,
,,,,,,,,,,,
Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,YTD % Chg
United States 12 Month Natural Gas Fd,UNL,8.57,8.66,8.53,8.64,0.14,1.7,8902,13.84,7.8,-10.85
United States 12 Month Oil Fund LP,USL,16.3,16.64,16.22,16.57,-0.13,-0.78,82912,28.84,12.99,-2.64
United States Brent Oil Fund LP,BNO,12.23,12.58,12.16,12.52,-0.04,-0.32,166795,25.3,8.8,2.29
United States Diesel-Heating Oil Fund LP,UHN,12.62,13.05,12.62,12.91,-0.14,-1.06,2200,25.1,9.47,3.71
United States Gasoline Fund LP,UGA,25.77,26.62,25.71,26.5,0.21,0.8,90921,42.95,20.24,-9.43
United States Natural Gas Fund,UNG,6.29,6.45,6.29,6.4,0.1,1.59,8713197,15.28,5.78,-26.18
United States Oil Fund,USO,9.78,10.1,9.74,10.06,-0.05,-0.49,50167735,21.5,7.67,-8.55
United States Short Oil Fd,DNO,83.39,84.06,80.23,81.39,0.54,0.66,19239,111.14,47.43,-0.05
United States Steel,X,14.45,15.84,14.02,15.78,0.94,6.33,17479702,27.68,6.15,97.74
United Technologies,UTX,98.15,99.08,98,99.06,-0.05,-0.05,2843762,119.66,83.39,3.11
Unitil,UTL,41.25,42.11,41.18,42.08,0.7,1.69,38973,42.11,32.63,17.28
Univar,UNVR,16.44,16.66,16.06,16.52,-0.01,-0.06,426247,27.75,10.65,-2.88
Universal,UVV,55,55.91,54.75,55.82,0.48,0.87,88786,58.89,45.52,-0.46
Universal American,UAM,6.81,6.98,6.66,6.96,0.13,1.9,86555,11.16,5.55,-0.57
Universal Health Realty Income Trust,UHT,53.26,54.1,52.97,54.02,0.61,1.14,33101,57.55,42.81,8.02
Universal Health Services Cl B,UHS,117.64,119.05,116,117.91,-0.71,-0.6,465966,148.57,100.82,-1.32
Universal Insurance Holdings,UVE,18.01,18.07,16.95,17.32,-0.85,-4.68,635031,37.49,15.86,-25.28
Universal Technical Institute,UTI,4.35,4.44,4.13,4.24,-0.16,-3.64,87440,10.45,2.81,-9.01
Unum Group,UNM,31.1,31.15,30.34,30.8,-0.79,-2.5,2472706,38.15,23.99,-7.48
Urban Edge Properties,UE,24.7,24.72,24.55,24.62,-0.16,-0.65,300290,25.77,19.75,4.99
Urstadt Biddle Properties,UBP,17.54,17.95,17.54,17.95,0.45,2.57,1250,19.95,15.89,0.84
Urstadt Biddle Properties Cl A,UBA,19.93,20.94,19.87,20.72,0.73,3.65,153002,23.41,17.33,7.69
USA Compression Partners,USAC,10.57,10.79,10.28,10.67,-0.08,-0.74,49921,24.3,7.03,-7.14
USANA Health Sciences,USNA,115.2,116.46,112.55,113.53,-2.82,-2.42,131600,176.88,92,-11.13
U.S. Bancorp,USB,40.73,40.84,40.46,40.78,-0.41,-1,6317419,46.26,37.07,-4.43
U.S. Cellular,USM,41.85,42.38,41.29,42.33,0.32,0.76,36586,43.49,32.72,3.72
USD Partners,USDP,8.56,8.59,7.9,8.32,-0.35,-4.04,40384,15.38,4.72,14.92
USG,USG,23.58,23.62,23.15,23.27,-0.41,-1.73,1909975,32.88,15.85,-4.2
U.S. Physical Therapy,USPH,47.03,47.08,45.76,46.49,-0.53,-1.13,150286,56.37,42.59,-13.39
U.S. Silica Holdings,SLCA,20.61,22.13,20.24,22.05,0.92,4.35,2486813,40.17,13.48,17.73
Vaalco Energy,EGY,1.02,1.02,0.96,1,-0.02,-1.96,389734,3.37,0.96,-37.5
Vail Resorts,MTN,125.59,126.64,125.03,126.59,0.81,0.64,203463,135.98,97.99,-1.09
Vale ADR,VALE,3.72,4.08,3.7,4.04,0.2,5.21,27661246,9.14,2.13,22.8
Valeant Pharmaceuticals International,VRX,32.73,32.95,30.8,31.09,-2.34,-7,23943430,263.81,25.98,-69.41
Valero Energy,VLO,64.54,65.87,64.34,65.84,0.94,1.45,4215354,73.88,51.68,-6.89
Valero Energy Partners,VLP,46.32,48.3,45.92,47,0.15,0.32,90324,54.87,37.96,-8.93
Valhi,VHI,1.23,1.37,1.2,1.24,0.04,3.33,50045,7.33,0.85,-7.46
Validus Holdings,VR,46.62,46.67,45.98,46.15,-0.66,-1.41,285621,48.49,41.38,-0.3
Valley National Bancorp,VLY,9.35,9.4,9.27,9.4,-0.01,-0.11,1574647,11.24,8.31,-4.57
Valmont Industries,VMI,120.37,121.89,118.6,121.74,0.78,0.64,119740,128.67,92.33,14.83
Valspar,VAL,104.8,105.91,104.6,105.88,0.88,0.84,1191464,105.91,70.58,27.64
Vantiv,VNTV,52.87,53.15,52,52.56,-0.54,-1.02,866093,54.2,36.51,10.84
Varian Medical Systems,VAR,78.02,78.16,77.17,77.73,-0.96,-1.22,391613,96.67,71.07,-3.8
Vector Group,VGR,22.49,22.73,22.44,22.46,-0.11,-0.49,382052,25.6,20.49,-4.79
Vectren,VVC,49.57,50.15,49.4,50.12,0.27,0.54,433039,50.15,37.26,18.15
Vectrus,VEC,21.06,21.86,20.83,21.75,0.66,3.13,35920,28.82,17.25,4.12
Vedanta ADR,VEDL,5.53,5.67,5.53,5.66,0.07,1.25,102696,14.43,3.52,1.8
Veeva Systems Cl A,VEEV,24.41,24.71,24.07,24.71,0.16,0.65,869671,29.34,19.97,-14.35
Ventas,VTR,60.27,61.07,59.58,60.96,-0.23,-0.38,2190278,67.74,46.87,8.03
VEREIT,VER,8.59,8.66,8.46,8.65,0.02,0.23,6984194,10.15,6.68,9.22
VeriFone Systems,PAY,27.76,28.08,27.6,27.88,-0.18,-0.64,799314,39.25,20.14,-0.5
Veritiv,VRTV,38,38.88,37.27,38.01,0.27,0.72,31707,47.29,27.44,4.94
Verizon Communications,VZ,52.74,53.62,52.66,53.56,0.65,1.23,15015362,53.85,38.06,15.88
Vermilion Energy,VET,28.23,29.16,27.87,29.01,-0.18,-0.62,70892,49.12,20.31,6.89
VF,VFC,64.43,64.46,63.74,64.07,-0.35,-0.54,2044704,77.4,52.21,2.92
Viad,VVI,28.08,28.46,28.04,28.26,0.01,0.04,45557,32.89,25.01,0.11
Vince Holding,VNCE,6.11,6.43,5.96,6.31,0.18,2.94,279339,20.98,3.31,37.77
Violin Memory,VMEM,0.48,0.48,0.45,0.46,-0.02,-4.09,672331,4.15,0.45,-49.44
Vipshop Holdings ADR,VIPS,12.3,12.66,12.19,12.58,0.17,1.37,4382746,30.72,10.37,-17.62
VISA Cl A,V,73.65,74.16,73.41,74.14,0.23,0.31,6040106,81.01,60,-4.4
Vishay Intertechnology,VSH,12.2,12.2,12.01,12.15,-0.1,-0.82,732359,13.95,9.22,0.83
Vishay Precision Group,VPG,13.26,13.91,13.26,13.85,0.55,4.14,58352,16.18,10.25,22.35
Vista Outdoor,VSTO,51.35,51.83,50.34,50.6,-0.95,-1.84,325984,53.91,40.5,13.68
Visteon,VC,78.6,80.01,77.91,79.79,0.43,0.54,674683,121.65,58.83,-30.31
Vitamin Shoppe,VSI,30.48,30.48,29.45,29.82,-0.69,-2.26,303473,44.54,26.02,-8.81
Vivint Solar,VSLR,2.96,2.97,2.69,2.76,-0.2,-6.76,1198212,16,2.69,-71.13
VMware,VMW,51.32,51.55,50.85,51.08,-0.77,-1.49,1008716,93.43,43.25,-9.7
VOC Energy Trust,VOC,2.62,2.82,2.61,2.82,0.11,4.06,28363,6.5,1.73,14.63
Vocera Communications,VCRA,13.65,13.65,12.95,12.98,-0.7,-5.12,237636,16.02,9.45,6.39
Vonage Holdings,VG,4.47,4.47,4.41,4.46,-0.03,-0.67,830625,7.42,4.13,-22.3
Vornado Realty Trust,VNO,90.55,91.33,89.94,91.26,0.09,0.1,547624,113.12,78.91,-8.7
voxeljet ADR,VJET,5.29,5.35,5.05,5.35,0.05,0.91,48053,9.35,3.5,19.15
Voya Financial,VOYA,30.21,30.42,29.42,29.81,-0.76,-2.49,2445899,48.3,25.75,-19.24
VTTI Energy Partners,VTTI,18.41,18.93,18.22,18.53,-0.19,-1.01,27484,28.01,14.8,-10.61
Vulcan Materials,VMC,104.4,105.15,104.04,105.11,0.51,0.49,533504,106.83,78.83,10.68
Wabash National,WNC,12.79,12.93,12.68,12.85,0.02,0.16,824649,15.21,9.68,8.62
WABCO Holdings,WBC,102.57,104.15,101.58,103.84,-0.02,-0.02,327776,133.31,81.66,1.55
Wabtec,WAB,76.98,77.58,76.5,77.47,-0.08,-0.1,1006124,105.1,60.28,8.93
Waddell&Reed Financial,WDR,23.07,23.54,22.5,22.96,-0.71,-3,1341228,51.23,20.21,-19.89
WageWorks,WAGE,48.19,48.81,47.91,48.48,-0.08,-0.16,128891,54.69,38.19,6.85
Walker&Dunlop,WD,23.27,23.43,22.97,23.39,-0.08,-0.34,122108,33.17,17.1,-18.81
Wal-Mart Stores,WMT,67.43,68.04,67.38,68,0.54,0.8,6285399,83.04,56.3,10.93
Walt Disney,DIS,96.55,97.49,96.3,97.22,0.39,0.4,5498608,122.08,86.25,-7.48
Walter Investment Management,WAC,7.01,7.13,6.83,6.94,-0.2,-2.8,236504,23.7,6.31,-51.2
Washington Real Estate Investment Trust,WRE,28.02,28.23,27.9,28.2,0.09,0.32,259697,28.59,23.78,4.21
Waste Connections,WCN,64.46,64.7,63.95,64.69,0.17,0.26,630035,66.25,44.81,14.86
Waste Management,WM,58.75,59.12,58.58,59.11,0.2,0.34,2111137,59.12,45.86,10.76
Waters,WAT,130.01,130.86,129.31,129.83,-0.82,-0.63,312838,137.39,112,-3.53
Watsco,WSO,130.73,133.85,130.64,133.71,2.7,2.06,270215,133.85,106.58,14.16
Watts Water Technologies Cl A,WTS,53.83,54.36,52.86,54.28,0.09,0.17,65541,60.22,44.51,9.28
Wayfair Cl A,W,39.13,40.92,39.01,40.29,0.96,2.44,754129,56.84,27.36,-15.39
WCI Communities,WCIC,17.9,18.47,17.62,18.22,0.32,1.79,82308,27.08,16.03,-18.22
Weatherford International,WFT,7.03,7.52,6.93,7.41,0.14,1.93,9010369,14.9,4.95,-11.68
Webster Financial,WBS,35.31,35.47,34.84,35.44,-0.16,-0.45,321218,41.34,30.09,-4.71
WEC Energy Group,WEC,58.67,59.22,58.61,58.89,0.06,0.1,1099527,59.47,44.93,14.77
Weight Watchers International,WTW,13.59,13.6,13,13.18,0.05,0.38,1313387,28.05,3.67,-42.19
Weingarten Realty Investors,WRI,36.36,36.84,36.28,36.78,0.2,0.55,615546,37.77,30.21,6.36
Weis Markets,WMK,42.13,42.79,41.97,42.76,0.52,1.23,32558,50.59,37.14,-3.48
WellCare Health Plans,WCG,91.2,92.44,89.89,92.28,0.21,0.23,309080,98.79,69.16,17.99
Wells Fargo,WFC,49.02,49.08,48.52,48.9,-0.86,-1.73,20806768,58.77,44.5,-10.04
Wells Fargo Wt,WFC%,16.5,16.5,15.49,15.8,-0.93,-5.56,63107,24.66,13.13,-22.89
Welltower,HCN,66.45,67.13,65.86,66.96,0.08,0.12,1494467,79.6,52.8,-1.57
Wesco Aircraft Holdings,WAIR,14.09,14.16,13.55,14,-0.18,-1.27,387744,16.7,9.91,16.96
Wesco International,WCC,53,53.86,52.52,53.86,0.59,1.11,421678,74.61,34,23.31
Westar Energy,WR,47.88,48.37,47.52,48.3,0.48,1,862643,48.53,33.88,13.89
Western Alliance Bancorp.,WAL,31.03,31.32,30.59,31.25,-0.01,-0.03,465568,39.11,26.6,-12.86
Western Asset Mortgage Capital,WMC,10.05,10.13,9.94,10.08,-0.04,-0.4,312023,15.65,8.04,-1.37
Western Gas Equity Partners,WGP,30.76,32.65,29.6,32.12,0.45,1.42,119373,66.24,19.21,-11.49
Western Gas Partners,WES,39.09,41.57,38.51,40.44,0.49,1.23,516445,74.3,25.4,-14.92
Western Refining,WNR,29.06,30.15,29,29.98,0.48,1.63,2236465,50.71,24.43,-15.83
Western Refining Logistics,WNRL,21.72,22.57,21.54,22.44,0.52,2.37,14995,32.7,17.35,-8.52
Western Union,WU,18.68,18.85,18.61,18.78,-0.02,-0.11,4242646,22.84,16.02,4.86
Westlake Chemical,WLK,45.47,46.53,45.47,46.38,-0.44,-0.94,520595,79.25,39.9,-14.62
Westlake Chemical Partners,WLKP,18.25,19.1,18.13,19.05,0.68,3.7,24189,29.37,14.05,-14.11
Westmoreland Resource Partners,WMLP,4.81,4.81,4.79,4.79,-0.08,-1.64,1260,12.65,2.38,19.75
Westpac Banking ADR,WBK,23.5,23.57,23.17,23.5,-0.7,-2.89,192054,30.99,19.83,-3.01
West Pharmaceutical Services,WST,65.15,65.41,64.75,65.35,-0.02,-0.03,145737,66.58,52.73,8.52
WestRock,WRK,38.63,38.74,38.15,38.53,-0.67,-1.71,1510420,66.4,29.73,-15.54
Westwood Holdings Group,WHG,56.8,57.3,55.9,56.71,-0.01,-0.02,12474,64.09,41.4,8.87
WEX,WEX,79.29,81.32,78.97,81.26,1.16,1.45,341990,118.97,54.42,-8.08
Weyerhaeuser,WY,30.14,30.39,29.83,30.34,0.1,0.33,4433281,33.56,22.06,1.2
WGL Holdings,WGL,69.82,70.7,69.82,70.54,0.43,0.61,206157,71.8,51.86,11.99
Whirlpool,WHR,174,175.22,172.22,175.09,0.08,0.05,808219,204.64,123.6,19.21
White Mountains Insurance Group,WTM,767.51,786.99,747.2,781.01,3.96,0.51,13227,808,635,7.46
Whitestone REIT,WSR,11.99,12.39,11.96,12.3,0.3,2.5,174381,16.39,9.44,2.41
WhiteWave Foods,WWAV,39.13,39.2,38.36,39.08,-0.22,-0.56,1486708,52.53,31.4,0.44
Whiting Petroleum,WLL,6.74,7.59,6.57,7.54,0.36,5.01,28142281,39.15,3.35,-20.13
Willbros Group,WG,2,2.14,1.84,2.08,0.06,2.97,267353,3.58,0.68,-22.68
William Lyon Homes,WLH,13.09,13.1,12.14,12.93,-0.28,-2.12,936699,26.4,7.61,-21.64
Williams,WMB,15.79,15.8,14.85,15.35,-0.91,-5.6,16595309,61.38,10.22,-40.27
Williams Partners,WPZ,18.73,18.91,17.83,18.45,-0.76,-3.96,2311879,59.44,12.69,-33.75
Williams-Sonoma,WSM,55.09,55.14,53.71,54.22,-1.09,-1.97,1358839,89.38,47.33,-7.17
Winnebago Industries,WGO,20.73,21.45,20.03,21.31,0.75,3.65,469414,24.73,15.41,7.09
Winthrop Realty Trust,FUR,12.65,12.81,12.62,12.75,0.07,0.55,156862,17.26,12.48,-1.7
Wipro ADR,WIT,12.27,12.44,12.25,12.4,0.09,0.73,388652,13.72,10.65,7.45
WNS (Holdings) ADR,WNS,29.45,29.9,29.17,29.85,0.33,1.12,86159,34.37,23.28,-4.3
Wolverine World Wide,WWW,17.75,17.9,17.35,17.72,-0.09,-0.51,815954,35.2,14.74,6.04
Woori Bank ADR,WF,23.92,23.92,23.84,23.88,-0.62,-2.51,2420,31.8,19.99,5.66
Workday,WDAY,70.92,72.19,70.27,72.05,0.79,1.11,1479094,93.62,47.32,-9.58
Workiva Cl A,WK,11.1,11.53,11,11.28,0.1,0.89,124705,18.8,10.91,-35.8
World Fuel Services,INT,46.97,47.94,46.63,47.89,0.72,1.53,376285,58.5,33.83,24.52
World Point Terminals,WPT,13.3,13.71,13.07,13.51,0.19,1.43,23048,19.96,11.79,0.82
World Wrestling Entertainment Cl A,WWE,17.32,17.46,16.94,17.12,-0.23,-1.33,425536,23.63,13.01,-4.04
Worthington Industries,WOR,35.45,36.19,35.43,35.71,0.47,1.33,528167,37.21,21.1,18.48
W. P. Carey,WPC,61.03,61.5,60.51,61.44,0.24,0.39,277777,69.47,51.12,4.14
WP GLIMCHER,WPG,9.19,9.29,9.02,9.25,0.03,0.33,1120567,16.75,7.41,-12.82
WPX Energy,WPX,6.07,6.59,5.8,6.48,0.26,4.18,7909365,14.65,2.53,12.89
W.R. Berkley,WRB,53.95,54.27,53.56,53.85,-0.54,-0.99,448185,58.46,47.54,-1.64
W.R. Grace,GRA,70.48,71.08,69.86,70.61,0.58,0.83,578650,84.22,62.96,-11.66
W&T Offshore,WTI,2.31,2.44,2.17,2.41,-0.02,-0.82,2241171,7.06,1.23,4.33
W.W. Grainger,GWW,228.05,231,228.05,229.15,0.04,0.02,497110,252.87,176.85,13.11
Wyndham Worldwide,WYN,74,75.2,73.42,74.96,0.23,0.31,965832,92.13,60.59,3.18
Xactly,XTLY,6,6.14,5.76,6.12,0.12,2,54491,10.67,4.68,-28.25
Xcel Energy,XEL,41.12,41.39,40.94,41.23,0.11,0.27,2173378,41.61,31.76,14.81
Xenia Hotels&Resorts,XHR,14.89,15.12,14.79,14.99,0.03,0.2,273200,24.39,12.1,-2.22
Xerium Technologies,XRM,5.01,5.32,4.82,5.24,0.25,5.01,99738,18.93,4.82,-55.78
Xerox,XRX,10.51,10.64,10.35,10.63,0.07,0.66,4049462,13.33,8.48,
Xinyuan Real Estate ADR,XIN,4.07,4.17,4,4.1,0.01,0.24,273591,4.51,2.2,11.11
XL Group,XL,36.7,36.81,36.42,36.61,-0.44,-1.19,1921788,40.48,5.4,-6.56
XO Group,XOXO,15.61,15.81,15.61,15.8,0.1,0.64,61323,17.91,13.55,-1.62
XPO Logistics,XPO,30.62,32.03,30.58,32.01,0.98,3.16,859040,50.96,18.04,17.47
Xueda Education Group ADR,XUE,5.38,5.38,5.36,5.36,-0.01,-0.19,1062,5.45,2.56,-0.74
Xylem Inc.,XYL,39.04,39.82,39.01,39.82,0.45,1.14,1784549,39.82,29.9,9.1
Yadkin Financial,YDKN,22.72,23.01,22.49,22.91,0.03,0.13,90991,27.23,18.8,-8.98
Yamana Gold,AUY,2.92,2.95,2.87,2.92,0.03,1.04,7475494,4.17,1.38,56.99
Yanzhou Coal Mining ADR,YZC,5.08,5.08,5.01,5.07,-0.02,-0.39,60605,12.24,3.66,10.7
Yelp,YELP,19.09,19.63,18.65,19.54,0.24,1.24,1099046,52.51,14.53,-32.15
Yingli Green Energy Holding ADR,YGE,4.6,4.7,4.34,4.52,-0.15,-3.21,72346,21.3,2.93,-0.22
Yirendai ADR,YRD,8.78,9.8,8.62,9.59,0.43,4.69,415445,10.39,3.35,1.48
Youku Tudou ADR,YOKU,27.48,27.48,27.47,27.48,0.01,0.04,667327,31.5,11.85,1.29
YPF ADR,YPF,17.42,18.1,17.2,18.01,0.22,1.24,554409,32,12.67,14.57
Yum! Brands,YUM,80.11,80.11,78.91,79.35,-1.2,-1.49,2990963,95.9,64.58,8.62
YuMe,YUME,3.65,3.69,3.6,3.67,-0.01,-0.27,34939,5.76,2.35,4.56
ZAIS Financial,ZFC,15.2,15.36,15.01,15.27,0.17,1.13,78959,19,12.63,1.26
Zayo Group Holdings,ZAYO,23.74,23.86,23.38,23.57,-0.34,-1.42,931299,29.62,19.59,-11.36
Zendesk,ZEN,19.5,19.6,18.98,19.52,-0.12,-0.61,595860,27.54,14.38,-26.17
Zhaopin ADR,ZPIN,15.85,16,15.59,15.78,-0.09,-0.57,93009,17.66,11.65,3
Zimmer Biomet Holdings,ZBH,103.58,104.31,103.07,103.74,-0.69,-0.66,850675,119.1,88.27,1.12
Zoe's Kitchen,ZOES,37.65,39,37.09,38.48,0.71,1.88,154304,46.61,23.17,37.53
Zoetis,ZTS,42.27,43.06,42.13,42.48,-0.16,-0.38,4784003,55.38,37.73,-11.35
